team,episode_id,turn,day,hour,money,actor,action,arg1,arg2
HealthStone,91035389,15,0,15,14.0,farmer,EAST,,
HealthStone,91035389,15,0,15,14.0,hand_0,WEST,,
HealthStone,91035389,15,0,15,14.0,hand_1,SOUTH,,
HealthStone,91035389,15,0,15,14.0,hand_2,NORTH,,
HealthStone,91035389,16,0,16,14.0,farmer,SOUTH,,
HealthStone,91035389,16,0,16,14.0,hand_0,PLACE,SHEEP,
HealthStone,91035389,16,0,16,14.0,hand_1,SOUTH,,
HealthStone,91035389,16,0,16,14.0,hand_2,PLANT,WHEAT,
HealthStone,91035389,17,0,17,14.0,farmer,CARE,,
HealthStone,91035389,17,0,17,14.0,hand_0,FEED,,
HealthStone,91035389,17,0,17,14.0,hand_1,CARE,,
HealthStone,91035389,17,0,17,14.0,hand_2,WATER,,
HealthStone,91035389,18,0,18,14.0,farmer,WEST,,
HealthStone,91035389,18,0,18,14.0,hand_0,CARE,,
HealthStone,91035389,18,0,18,14.0,hand_1,WEST,,
HealthStone,91035389,18,0,18,14.0,hand_2,EAST,,
HealthStone,91035389,19,0,19,14.0,farmer,WEST,,
HealthStone,91035389,19,0,19,14.0,hand_0,EAST,,
HealthStone,91035389,19,0,19,14.0,hand_1,WEST,,
HealthStone,91035389,19,0,19,14.0,hand_2,NORTH,,
HealthStone,91035389,20,0,20,14.0,farmer,BUILD_PASTURE,,
HealthStone,91035389,20,0,20,14.0,hand_0,EAST,,
HealthStone,91035389,20,0,20,14.0,hand_1,WEST,,
HealthStone,91035389,20,0,20,14.0,hand_2,PLANT,WHEAT,
HealthStone,91035389,21,0,21,14.0,farmer,NORTH,,
HealthStone,91035389,21,0,21,14.0,hand_0,PICKUP,SHEEP,1
HealthStone,91035389,21,0,21,14.0,hand_1,WEST,,
HealthStone,91035389,21,0,21,14.0,hand_2,WATER,,
HealthStone,91035389,22,0,22,14.0,farmer,PLANT,WHEAT,
HealthStone,91035389,22,0,22,14.0,hand_0,NORTH,,
HealthStone,91035389,22,0,22,14.0,hand_1,PLANT,WHEAT,
HealthStone,91035389,22,0,22,14.0,hand_2,PASS,,
HealthStone,91035389,23,0,23,14.0,farmer,WATER,,
HealthStone,91035389,23,0,23,14.0,hand_0,FEED,,
HealthStone,91035389,23,0,23,14.0,hand_1,WATER,,
HealthStone,91035389,23,0,23,14.0,hand_2,WEST,,
HealthStone,91035389,24,1,0,14.0,farmer,PASS,,
HealthStone,91035389,24,1,0,14.0,hand_0,CARE,,
HealthStone,91035389,24,1,0,14.0,hand_1,PASS,,
HealthStone,91035389,24,1,0,14.0,hand_2,PASS,,
HealthStone,91035389,25,1,1,14.0,farmer,PICKUP,SHEEP,1
HealthStone,91035389,26,1,2,14.0,farmer,COLLECT_FERTILIZER,,
HealthStone,91035389,27,1,3,14.0,farmer,WEST,,
HealthStone,91035389,28,1,4,14.0,farmer,COLLECT_FERTILIZER,,
HealthStone,91035389,29,1,5,14.0,farmer,WEST,,
HealthStone,91035389,30,1,6,14.0,farmer,WEST,,
HealthStone,91035389,31,1,7,14.0,farmer,PLACE,SHEEP,
HealthStone,91035389,32,1,8,14.0,farmer,EAST,,
HealthStone,91035389,33,1,9,14.0,farmer,COLLECT_FERTILIZER,,
HealthStone,91035389,34,1,10,14.0,farmer,EAST,,
HealthStone,91035389,35,1,11,14.0,farmer,EAST,,
HealthStone,91035389,36,1,12,14.0,farmer,NORTH,,
HealthStone,91035389,37,1,13,14.0,farmer,COLLECT_FERTILIZER,,
HealthStone,91035389,38,1,14,14.0,farmer,PASS,,
HealthStone,91035389,39,1,15,14.0,farmer,PASS,,
HealthStone,91035389,40,1,16,14.0,farmer,PASS,,
HealthStone,91035389,41,1,17,14.0,farmer,PASS,,
HealthStone,91035389,42,1,18,14.0,farmer,PASS,,
HealthStone,91035389,43,1,19,14.0,farmer,PASS,,
HealthStone,91035389,44,1,20,14.0,farmer,PASS,,
HealthStone,91035389,45,1,21,14.0,farmer,PASS,,
HealthStone,91035389,46,1,22,14.0,farmer,PASS,,
HealthStone,91035389,47,1,23,14.0,farmer,PASS,,
HealthStone,91036216,0,0,0,3000.0,farmer,PASS,,
HealthStone,91036216,1,0,1,146.0,farmer,BUILD_PASTURE,,
HealthStone,91036216,1,0,1,146.0,market,HIRE,,
HealthStone,91036216,1,0,1,146.0,market,HIRE,,
HealthStone,91036216,1,0,1,146.0,market,HIRE,,
HealthStone,91036216,1,0,1,146.0,market,BUY_ANIMAL,SHEEP,4
HealthStone,91036216,1,0,1,146.0,market,BUY_ANIMAL,COW,1
HealthStone,91036216,1,0,1,146.0,market,BUY_SEED,MELON,5
HealthStone,91036216,1,0,1,146.0,market,BUY_SEED,WHEAT,5
HealthStone,91036216,2,0,2,126.0,farmer,PICKUP,SHEEP,1
HealthStone,91036216,2,0,2,126.0,hand_0,WEST,,
HealthStone,91036216,2,0,2,126.0,hand_1,NORTH,,
HealthStone,91036216,2,0,2,126.0,hand_2,WEST,,
HealthStone,91036216,2,0,2,126.0,market,BUY_SEED,CARROT,1
HealthStone,91036216,3,0,3,126.0,farmer,PLACE,SHEEP,
HealthStone,91036216,3,0,3,126.0,hand_0,PICKUP,SHEEP,1
HealthStone,91036216,3,0,3,126.0,hand_1,PICKUP,COW,1
HealthStone,91036216,3,0,3,126.0,hand_2,NORTH,,
HealthStone,91036216,4,0,4,70.0,farmer,NORTH,,
HealthStone,91036216,4,0,4,70.0,hand_0,WEST,,
HealthStone,91036216,4,0,4,70.0,hand_1,NORTH,,
HealthStone,91036216,4,0,4,70.0,hand_2,WEST,,
HealthStone,91036216,4,0,4,70.0,market,BUY_PRODUCT,WHEAT,2
HealthStone,91036216,5,0,5,70.0,farmer,BUILD_PASTURE,,
HealthStone,91036216,5,0,5,70.0,hand_0,BUILD_PASTURE,,
HealthStone,91036216,5,0,5,70.0,hand_1,NORTH,,
HealthStone,91036216,5,0,5,70.0,hand_2,NORTH,,
HealthStone,91036216,6,0,6,70.0,farmer,SOUTH,,
HealthStone,91036216,6,0,6,70.0,hand_0,EAST,,
HealthStone,91036216,6,0,6,70.0,hand_1,SOUTH,,
HealthStone,91036216,6,0,6,70.0,hand_2,PLANT,MELON,
HealthStone,91036216,7,0,7,70.0,farmer,PICKUP,SHEEP,1
HealthStone,91036216,7,0,7,70.0,hand_0,NORTH,,
HealthStone,91036216,7,0,7,70.0,hand_1,PLACE,COW,
HealthStone,91036216,7,0,7,70.0,hand_2,WATER,,
HealthStone,91036216,8,0,8,14.0,farmer,WEST,,
HealthStone,91036216,8,0,8,14.0,hand_0,WEST,,
HealthStone,91036216,8,0,8,14.0,hand_1,NORTH,,
HealthStone,91036216,8,0,8,14.0,hand_2,NORTH,,
HealthStone,91036216,8,0,8,14.0,market,BUY_PRODUCT,WHEAT,2
HealthStone,91036216,9,0,9,14.0,farmer,PLACE,SHEEP,
HealthStone,91036216,9,0,9,14.0,hand_0,SOUTH,,
HealthStone,91036216,9,0,9,14.0,hand_1,PLANT,MELON,
HealthStone,91036216,9,0,9,14.0,hand_2,PLANT,MELON,
HealthStone,91036216,10,0,10,14.0,farmer,WEST,,
HealthStone,91036216,10,0,10,14.0,hand_0,EAST,,
HealthStone,91036216,10,0,10,14.0,hand_1,WATER,,
HealthStone,91036216,10,0,10,14.0,hand_2,WATER,,
HealthStone,91036216,11,0,11,14.0,farmer,BUILD_PASTURE,,
HealthStone,91036216,11,0,11,14.0,hand_0,PICKUP,WHEAT,4
HealthStone,91036216,11,0,11,14.0,hand_1,NORTH,,
HealthStone,91036216,11,0,11,14.0,hand_2,WEST,,
HealthStone,91036216,12,0,12,14.0,farmer,NORTH,,
HealthStone,91036216,12,0,12,14.0,hand_0,FEED,,
HealthStone,91036216,12,0,12,14.0,hand_1,PLANT,MELON,
HealthStone,91036216,12,0,12,14.0,hand_2,PLANT,WHEAT,
HealthStone,91036216,13,0,13,14.0,farmer,PLANT,MELON,
HealthStone,91036216,13,0,13,14.0,hand_0,WEST,,
HealthStone,91036216,13,0,13,14.0,hand_1,WATER,,
HealthStone,91036216,13,0,13,14.0,hand_2,WATER,,
HealthStone,91036216,14,0,14,14.0,farmer,WATER,,
HealthStone,91036216,14,0,14,14.0,hand_0,FEED,,
HealthStone,91036216,14,0,14,14.0,hand_1,SOUTH,,
HealthStone,91036216,14,0,14,14.0,hand_2,EAST,,
HealthStone,91036216,15,0,15,14.0,farmer,EAST,,
HealthStone,91036216,15,0,15,14.0,hand_0,WEST,,
HealthStone,91036216,15,0,15,14.0,hand_1,SOUTH,,
HealthStone,91036216,15,0,15,14.0,hand_2,NORTH,,
HealthStone,91036216,16,0,16,14.0,farmer,SOUTH,,
HealthStone,91036216,16,0,16,14.0,hand_0,PLACE,SHEEP,
HealthStone,91036216,16,0,16,14.0,hand_1,SOUTH,,
HealthStone,91036216,16,0,16,14.0,hand_2,PLANT,WHEAT,
HealthStone,91036216,17,0,17,14.0,farmer,CARE,,
HealthStone,91036216,17,0,17,14.0,hand_0,FEED,,
HealthStone,91036216,17,0,17,14.0,hand_1,CARE,,
HealthStone,91036216,17,0,17,14.0,hand_2,WATER,,
HealthStone,91036216,18,0,18,14.0,farmer,WEST,,
HealthStone,91036216,18,0,18,14.0,hand_0,CARE,,
HealthStone,91036216,18,0,18,14.0,hand_1,WEST,,
HealthStone,91036216,18,0,18,14.0,hand_2,EAST,,
HealthStone,91036216,19,0,19,14.0,farmer,WEST,,
HealthStone,91036216,19,0,19,14.0,hand_0,EAST,,
HealthStone,91036216,19,0,19,14.0,hand_1,WEST,,
HealthStone,91036216,19,0,19,14.0,hand_2,NORTH,,
HealthStone,91036216,20,0,20,14.0,farmer,BUILD_PASTURE,,
HealthStone,91036216,20,0,20,14.0,hand_0,EAST,,
HealthStone,91036216,20,0,20,14.0,hand_1,WEST,,
HealthStone,91036216,20,0,20,14.0,hand_2,PLANT,WHEAT,
HealthStone,91036216,21,0,21,14.0,farmer,NORTH,,
HealthStone,91036216,21,0,21,14.0,hand_0,PICKUP,SHEEP,1
HealthStone,91036216,21,0,21,14.0,hand_1,WEST,,
HealthStone,91036216,21,0,21,14.0,hand_2,WATER,,
HealthStone,91036216,22,0,22,14.0,farmer,PLANT,WHEAT,
HealthStone,91036216,22,0,22,14.0,hand_0,NORTH,,
HealthStone,91036216,22,0,22,14.0,hand_1,PLANT,WHEAT,
HealthStone,91036216,22,0,22,14.0,hand_2,PASS,,
HealthStone,91036216,23,0,23,14.0,farmer,WATER,,
HealthStone,91036216,23,0,23,14.0,hand_0,FEED,,
HealthStone,91036216,23,0,23,14.0,hand_1,WATER,,
HealthStone,91036216,23,0,23,14.0,hand_2,WEST,,
HealthStone,91036216,24,1,0,14.0,farmer,PASS,,
HealthStone,91036216,24,1,0,14.0,hand_0,CARE,,
HealthStone,91036216,24,1,0,14.0,hand_1,PASS,,
HealthStone,91036216,24,1,0,14.0,hand_2,PASS,,
HealthStone,91036216,25,1,1,14.0,farmer,PICKUP,SHEEP,1
HealthStone,91036216,26,1,2,14.0,farmer,COLLECT_FERTILIZER,,
HealthStone,91036216,27,1,3,14.0,farmer,WEST,,
HealthStone,91036216,28,1,4,14.0,farmer,COLLECT_FERTILIZER,,
HealthStone,91036216,29,1,5,14.0,farmer,WEST,,
HealthStone,91036216,30,1,6,14.0,farmer,WEST,,
HealthStone,91036216,31,1,7,14.0,farmer,PLACE,SHEEP,
HealthStone,91036216,32,1,8,14.0,farmer,EAST,,
HealthStone,91036216,33,1,9,14.0,farmer,COLLECT_FERTILIZER,,
HealthStone,91036216,34,1,10,14.0,farmer,EAST,,
HealthStone,91036216,35,1,11,14.0,farmer,EAST,,
HealthStone,91036216,36,1,12,14.0,farmer,NORTH,,
HealthStone,91036216,37,1,13,14.0,farmer,COLLECT_FERTILIZER,,
HealthStone,91036216,38,1,14,14.0,farmer,PASS,,
HealthStone,91036216,39,1,15,14.0,farmer,PASS,,
HealthStone,91036216,40,1,16,14.0,farmer,PASS,,
HealthStone,91036216,41,1,17,14.0,farmer,PASS,,
HealthStone,91036216,42,1,18,14.0,farmer,PASS,,
HealthStone,91036216,43,1,19,14.0,farmer,PASS,,
HealthStone,91036216,44,1,20,14.0,farmer,PASS,,
HealthStone,91036216,45,1,21,14.0,farmer,PASS,,
HealthStone,91036216,46,1,22,14.0,farmer,PASS,,
HealthStone,91036216,47,1,23,14.0,farmer,PASS,,
HealthStone,91043818,0,0,0,3000.0,farmer,PASS,,
HealthStone,91043818,1,0,1,146.0,farmer,BUILD_PASTURE,,
HealthStone,91043818,1,0,1,146.0,market,HIRE,,
HealthStone,91043818,1,0,1,146.0,market,HIRE,,
HealthStone,91043818,1,0,1,146.0,market,HIRE,,
HealthStone,91043818,1,0,1,146.0,market,BUY_ANIMAL,SHEEP,4
HealthStone,91043818,1,0,1,146.0,market,BUY_ANIMAL,COW,1
HealthStone,91043818,1,0,1,146.0,market,BUY_SEED,MELON,5
HealthStone,91043818,1,0,1,146.0,market,BUY_SEED,WHEAT,5
HealthStone,91043818,2,0,2,126.0,farmer,PICKUP,SHEEP,1
HealthStone,91043818,2,0,2,126.0,hand_0,WEST,,
HealthStone,91043818,2,0,2,126.0,hand_1,NORTH,,
HealthStone,91043818,2,0,2,126.0,hand_2,WEST,,
HealthStone,91043818,2,0,2,126.0,market,BUY_SEED,CARROT,1
HealthStone,91043818,3,0,3,126.0,farmer,PLACE,SHEEP,
HealthStone,91043818,3,0,3,126.0,hand_0,PICKUP,SHEEP,1
HealthStone,91043818,3,0,3,126.0,hand_1,PICKUP,COW,1
HealthStone,91043818,3,0,3,126.0,hand_2,NORTH,,
HealthStone,91043818,4,0,4,70.0,farmer,NORTH,,
HealthStone,91043818,4,0,4,70.0,hand_0,WEST,,
HealthStone,91043818,4,0,4,70.0,hand_1,NORTH,,
HealthStone,91043818,4,0,4,70.0,hand_2,WEST,,
HealthStone,91043818,4,0,4,70.0,market,BUY_PRODUCT,WHEAT,2
HealthStone,91043818,5,0,5,70.0,farmer,BUILD_PASTURE,,
HealthStone,91043818,5,0,5,70.0,hand_0,BUILD_PASTURE,,
HealthStone,91043818,5,0,5,70.0,hand_1,NORTH,,
HealthStone,91043818,5,0,5,70.0,hand_2,NORTH,,
HealthStone,91043818,6,0,6,70.0,farmer,SOUTH,,
HealthStone,91043818,6,0,6,70.0,hand_0,EAST,,
HealthStone,91043818,6,0,6,70.0,hand_1,SOUTH,,
HealthStone,91043818,6,0,6,70.0,hand_2,PLANT,MELON,
HealthStone,91043818,7,0,7,70.0,farmer,PICKUP,SHEEP,1
HealthStone,91043818,7,0,7,70.0,hand_0,NORTH,,
HealthStone,91043818,7,0,7,70.0,hand_1,PLACE,COW,
HealthStone,91043818,7,0,7,70.0,hand_2,WATER,,
HealthStone,91043818,8,0,8,14.0,farmer,WEST,,
HealthStone,91043818,8,0,8,14.0,hand_0,WEST,,
HealthStone,91043818,8,0,8,14.0,hand_1,NORTH,,
HealthStone,91043818,8,0,8,14.0,hand_2,NORTH,,
HealthStone,91043818,8,0,8,14.0,market,BUY_PRODUCT,WHEAT,2
HealthStone,91043818,9,0,9,14.0,farmer,PLACE,SHEEP,
HealthStone,91043818,9,0,9,14.0,hand_0,SOUTH,,
HealthStone,91043818,9,0,9,14.0,hand_1,PLANT,MELON,
HealthStone,91043818,9,0,9,14.0,hand_2,PLANT,MELON,
HealthStone,91043818,10,0,10,14.0,farmer,WEST,,
HealthStone,91043818,10,0,10,14.0,hand_0,EAST,,
HealthStone,91043818,10,0,10,14.0,hand_1,WATER,,
HealthStone,91043818,10,0,10,14.0,hand_2,WATER,,
HealthStone,91043818,11,0,11,14.0,farmer,BUILD_PASTURE,,
HealthStone,91043818,11,0,11,14.0,hand_0,PICKUP,WHEAT,4
HealthStone,91043818,11,0,11,14.0,hand_1,NORTH,,
HealthStone,91043818,11,0,11,14.0,hand_2,WEST,,
HealthStone,91043818,12,0,12,14.0,farmer,NORTH,,
HealthStone,91043818,12,0,12,14.0,hand_0,FEED,,
HealthStone,91043818,12,0,12,14.0,hand_1,PLANT,MELON,
HealthStone,91043818,12,0,12,14.0,hand_2,PLANT,WHEAT,
HealthStone,91043818,13,0,13,14.0,farmer,PLANT,MELON,
HealthStone,91043818,13,0,13,14.0,hand_0,WEST,,
HealthStone,91043818,13,0,13,14.0,hand_1,WATER,,
HealthStone,91043818,13,0,13,14.0,hand_2,WATER,,
HealthStone,91043818,14,0,14,14.0,farmer,WATER,,
HealthStone,91043818,14,0,14,14.0,hand_0,FEED,,
HealthStone,91043818,14,0,14,14.0,hand_1,SOUTH,,
HealthStone,91043818,14,0,14,14.0,hand_2,EAST,,
HealthStone,91043818,15,0,15,14.0,farmer,EAST,,
HealthStone,91043818,15,0,15,14.0,hand_0,WEST,,
HealthStone,91043818,15,0,15,14.0,hand_1,SOUTH,,
HealthStone,91043818,15,0,15,14.0,hand_2,NORTH,,
HealthStone,91043818,16,0,16,14.0,farmer,SOUTH,,
HealthStone,91043818,16,0,16,14.0,hand_0,PLACE,SHEEP,
HealthStone,91043818,16,0,16,14.0,hand_1,SOUTH,,
HealthStone,91043818,16,0,16,14.0,hand_2,PLANT,WHEAT,
HealthStone,91043818,17,0,17,14.0,farmer,CARE,,
HealthStone,91043818,17,0,17,14.0,hand_0,FEED,,
HealthStone,91043818,17,0,17,14.0,hand_1,CARE,,
HealthStone,91043818,17,0,17,14.0,hand_2,WATER,,
HealthStone,91043818,18,0,18,14.0,farmer,WEST,,
HealthStone,91043818,18,0,18,14.0,hand_0,CARE,,
HealthStone,91043818,18,0,18,14.0,hand_1,WEST,,
HealthStone,91043818,18,0,18,14.0,hand_2,EAST,,
HealthStone,91043818,19,0,19,14.0,farmer,WEST,,
HealthStone,91043818,19,0,19,14.0,hand_0,EAST,,
HealthStone,91043818,19,0,19,14.0,hand_1,WEST,,
HealthStone,91043818,19,0,19,14.0,hand_2,NORTH,,
HealthStone,91043818,20,0,20,14.0,farmer,BUILD_PASTURE,,
HealthStone,91043818,20,0,20,14.0,hand_0,EAST,,
HealthStone,91043818,20,0,20,14.0,hand_1,WEST,,
HealthStone,91043818,20,0,20,14.0,hand_2,PLANT,WHEAT,
HealthStone,91043818,21,0,21,14.0,farmer,NORTH,,
HealthStone,91043818,21,0,21,14.0,hand_0,PICKUP,SHEEP,1
HealthStone,91043818,21,0,21,14.0,hand_1,WEST,,
HealthStone,91043818,21,0,21,14.0,hand_2,WATER,,
HealthStone,91043818,22,0,22,14.0,farmer,PLANT,WHEAT,
HealthStone,91043818,22,0,22,14.0,hand_0,NORTH,,
HealthStone,91043818,22,0,22,14.0,hand_1,PLANT,WHEAT,
HealthStone,91043818,22,0,22,14.0,hand_2,PASS,,
HealthStone,91043818,23,0,23,14.0,farmer,WATER,,
HealthStone,91043818,23,0,23,14.0,hand_0,FEED,,
HealthStone,91043818,23,0,23,14.0,hand_1,WATER,,
HealthStone,91043818,23,0,23,14.0,hand_2,WEST,,
HealthStone,91043818,24,1,0,14.0,farmer,PASS,,
HealthStone,91043818,24,1,0,14.0,hand_0,CARE,,
HealthStone,91043818,24,1,0,14.0,hand_1,PASS,,
HealthStone,91043818,24,1,0,14.0,hand_2,PASS,,
HealthStone,91043818,25,1,1,14.0,farmer,PICKUP,SHEEP,1
HealthStone,91043818,26,1,2,14.0,farmer,COLLECT_FERTILIZER,,
HealthStone,91043818,27,1,3,14.0,farmer,WEST,,
HealthStone,91043818,28,1,4,14.0,farmer,COLLECT_FERTILIZER,,
HealthStone,91043818,29,1,5,14.0,farmer,WEST,,
HealthStone,91043818,30,1,6,14.0,farmer,WEST,,
HealthStone,91043818,31,1,7,14.0,farmer,PLACE,SHEEP,
HealthStone,91043818,32,1,8,14.0,farmer,EAST,,
HealthStone,91043818,33,1,9,14.0,farmer,COLLECT_FERTILIZER,,
HealthStone,91043818,34,1,10,14.0,farmer,EAST,,
HealthStone,91043818,35,1,11,14.0,farmer,EAST,,
HealthStone,91043818,36,1,12,14.0,farmer,NORTH,,
HealthStone,91043818,37,1,13,14.0,farmer,COLLECT_FERTILIZER,,
HealthStone,91043818,38,1,14,14.0,farmer,PASS,,
HealthStone,91043818,39,1,15,14.0,farmer,PASS,,
HealthStone,91043818,40,1,16,14.0,farmer,PASS,,
HealthStone,91043818,41,1,17,14.0,farmer,PASS,,
HealthStone,91043818,42,1,18,14.0,farmer,PASS,,
HealthStone,91043818,43,1,19,14.0,farmer,PASS,,
HealthStone,91043818,44,1,20,14.0,farmer,PASS,,
HealthStone,91043818,45,1,21,14.0,farmer,PASS,,
HealthStone,91043818,46,1,22,14.0,farmer,PASS,,
HealthStone,91043818,47,1,23,14.0,farmer,PASS,,
Mohamed,91029473,0,0,0,3000.0,farmer,PASS,,
Mohamed,91029473,1,0,1,22.0,farmer,PASS,,
Mohamed,91029473,1,0,1,22.0,market,HIRE,,
Mohamed,91029473,1,0,1,22.0,market,HIRE,,
Mohamed,91029473,1,0,1,22.0,market,HIRE,,
Mohamed,91029473,1,0,1,22.0,market,HIRE,,
Mohamed,91029473,1,0,1,22.0,market,HIRE,,
Mohamed,91029473,1,0,1,22.0,market,BUY_ANIMAL,COW,2
Mohamed,91029473,1,0,1,22.0,market,BUY_ANIMAL,SHEEP,2
Mohamed,91029473,1,0,1,22.0,market,BUY_SEED,WHEAT,7
Mohamed,91029473,1,0,1,22.0,market,BUY_SEED,MELON,12
Mohamed,91029473,1,0,1,22.0,market,BUY_PRODUCT,WHEAT,5
Mohamed,91029473,2,0,2,50.0,farmer,PICKUP,SHEEP,1
Mohamed,91029473,2,0,2,50.0,hand_0,WEST,,
Mohamed,91029473,2,0,2,50.0,hand_1,NORTH,,
Mohamed,91029473,2,0,2,50.0,hand_2,WEST,,
Mohamed,91029473,2,0,2,50.0,hand_3,WEST,,
Mohamed,91029473,2,0,2,50.0,hand_4,WEST,,
Mohamed,91029473,2,0,2,50.0,market,SELL,WHEAT,1
Mohamed,91029473,3,0,3,22.0,farmer,PICKUP,WHEAT,1
Mohamed,91029473,3,0,3,22.0,hand_0,PICKUP,COW,2
Mohamed,91029473,3,0,3,22.0,hand_1,BUILD_PASTURE,,
Mohamed,91029473,3,0,3,22.0,hand_2,WEST,,
Mohamed,91029473,3,0,3,22.0,hand_3,WEST,,
Mohamed,91029473,3,0,3,22.0,hand_4,WEST,,
Mohamed,91029473,3,0,3,22.0,market,BUY_PRODUCT,WHEAT,1
Mohamed,91029473,4,0,4,50.0,farmer,WEST,,
Mohamed,91029473,4,0,4,50.0,hand_0,PICKUP,SHEEP,1
Mohamed,91029473,4,0,4,50.0,hand_1,WEST,,
Mohamed,91029473,4,0,4,50.0,hand_2,WEST,,
Mohamed,91029473,4,0,4,50.0,hand_3,WEST,,
Mohamed,91029473,4,0,4,50.0,hand_4,WEST,,
Mohamed,91029473,4,0,4,50.0,market,SELL,WHEAT,1
Mohamed,91029473,5,0,5,22.0,farmer,WEST,,
Mohamed,91029473,5,0,5,22.0,hand_0,PICKUP,WHEAT,3
Mohamed,91029473,5,0,5,22.0,hand_1,BUILD_PASTURE,,
Mohamed,91029473,5,0,5,22.0,hand_2,WEST,,
Mohamed,91029473,5,0,5,22.0,hand_3,WEST,,
Mohamed,91029473,5,0,5,22.0,hand_4,WEST,,
Mohamed,91029473,5,0,5,22.0,market,BUY_PRODUCT,WHEAT,1
Mohamed,91029473,6,0,6,22.0,farmer,BUILD_PASTURE,,
Mohamed,91029473,6,0,6,22.0,hand_0,NORTH,,
